timestamp_utc,puzzle,score,author_id,author_name,message_id
2025-09-29T05:07:19.316000+00:00,1562,5,316707523279192065,gibbysthinking#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,6,208798057863708672,mr.doughnut#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,6,266700370653216777,wickedskyn#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,X,347165236597620736,.danoosh#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,X,248250142703091712,rockers13#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,X,260479973704466432,jaxitha#0,1422087324711522314
2025-09-30T05:13:07.588000+00:00,1563,3,,@Starbreaker,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,283051403725766657,rage.candybar#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,208798057863708672,mr.doughnut#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,,@Jumpy,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,,@Jax,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,248250142703091712,rockers13#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,347165236597620736,.danoosh#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,327117573051121665,.atreyobhattacharjee#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,316707523279192065,gibbysthinking#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,266700370653216777,wickedskyn#0,1422451173335760896
2025-10-01T05:07:12.996000+00:00,1564,3,266700370653216777,wickedskyn#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,4,267358650480328704,jumpy_fox#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,4,208798057863708672,mr.doughnut#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,4,316707523279192065,gibbysthinking#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,5,343244330900914176,starbreaker4049#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,5,283051403725766657,rage.candybar#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,5,327117573051121665,.atreyobhattacharjee#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,6,260479973704466432,jaxitha#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,6,248250142703091712,rockers13#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,6,347165236597620736,.danoosh#0,1422812073934589962
2025-10-02T05:11:10.185000+00:00,1565,3,343244330900914176,starbreaker4049#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,3,347165236597620736,.danoosh#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,3,266700370653216777,wickedskyn#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,260479973704466432,jaxitha#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,283051403725766657,rage.candybar#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,208798057863708672,mr.doughnut#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,248250142703091712,rockers13#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,316707523279192065,gibbysthinking#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,5,267358650480328704,jumpy_fox#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,X,327117573051121665,.atreyobhattacharjee#0,1423175456642961428
2025-10-03T05:28:21.749000+00:00,1566,2,248250142703091712,rockers13#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,260479973704466432,jaxitha#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,267358650480328704,jumpy_fox#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,316707523279192065,gibbysthinking#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,283051403725766657,rage.candybar#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,,@Starbreaker,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,4,347165236597620736,.danoosh#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,4,266700370653216777,wickedskyn#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,5,327117573051121665,.atreyobhattacharjee#0,1423542171201572924
2025-10-04T05:06:25.153000+00:00,1567,3,248250142703091712,rockers13#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,3,347165236597620736,.danoosh#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,3,316707523279192065,gibbysthinking#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,3,327117573051121665,.atreyobhattacharjee#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,4,343244330900914176,starbreaker4049#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,4,260479973704466432,jaxitha#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,5,208798057863708672,mr.doughnut#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,5,267358650480328704,jumpy_fox#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,5,,@Grant,1423899036863430717
